County,CTY_SUB,AV0AA1970,AV0AA1980,AV0AA1990,AV0AA2000,AV0AA2010,AV0AA2020
Osborne County,Grant township,76,54,33,28,30,13
Osborne County,Hancock township,65,36,26,21,18,16
Osborne County,Hawkeye township,52,35,34,36,33,27
Osborne County,Independence township,81,63,41,32,31,24
Osborne County,Jackson township,82,58,52,42,35,30
Osborne County,Kill Creek township,71,48,54,35,17,8
Osborne County,Lawrence township,79,56,34,37,30,30
Osborne County,Liberty township,25,27,27,31,23,15
Osborne County,Mount Ayr township,82,74,66,41,37,15
Osborne County,Natoma township,658,570,449,402,367,316
Osborne County,Osborne city,1980,2120,1778,1607,1431,1335
Osborne County,Penn township,205,176,139,129,120,145
Osborne County,Ross township,1422,1456,1230,1166,994,874
Osborne County,Round Mound township,106,78,57,59,28,31
Osborne County,Sumner township,380,275,231,206,175,172
Osborne County,Tilden township,197,134,96,116,79,72
Osborne County,Valley township,56,29,30,37,38,18
Osborne County,Victor township,51,42,35,24,11,15
Osborne County,Winfield township,55,31,20,16,21,17
Ottawa County,Bennington township,843,781,844,1116,1303,1219
Ottawa County,Blaine township,93,111,120,111,115,95
Ottawa County,Buckeye township,119,96,84,101,112,98
Ottawa County,Center township,90,84,75,72,82,85
Ottawa County,Chapman township,110,76,72,67,68,69
Ottawa County,Concord township,143,177,163,209,237,247
Ottawa County,Culver township,278,297,291,318,248,239
Ottawa County,Durham township,34,34,36,25,21,16
Ottawa County,Fountain township,244,199,179,190,157,160
Ottawa County,Garfield township,122,84,95,95,95,79
Ottawa County,Grant township,106,94,68,93,78,75
Ottawa County,Henry township,46,51,31,22,27,36
Ottawa County,Lincoln township,164,161,136,143,154,155
Ottawa County,Logan township,146,124,89,82,77,74
Ottawa County,Minneapolis city,1971,2075,1983,2046,2032,1946
Ottawa County,Morton township,552,483,454,498,463,404
Ottawa County,Ottawa township,59,46,46,49,46,36
Ottawa County,Richland township,167,174,158,218,227,207
Ottawa County,Sheridan township,728,699,591,589,464,402
Ottawa County,Sherman township,105,81,71,67,55,43
Ottawa County,Stanton township,63,44,48,52,30,50
Pawnee County,Ash Valley township,79,66,60,49,47,74
Pawnee County,Browns Grove township,366,336,298,310,298,267
Pawnee County,Conkling township,69,33,31,26,30,17
Pawnee County,Garfield township,338,326,287,259,234,184
Pawnee County,Grant township,320,293,238,234,195,142
Pawnee County,Keysville township,78,71,55,55,32,42
Pawnee County,Larned city,4567,4811,4490,4236,4054,3769
Pawnee County,Larned township,390,333,248,266,255,267
Pawnee County,Lincoln township,57,54,37,28,24,15
Pawnee County,Logan township,95,60,59,48,49,45
Pawnee County,Morton township,124,89,61,56,55,31
Pawnee County,Orange township,87,85,81,73,43,72
Pawnee County,Pawnee township,134,101,154,82,441,649
Pawnee County,Pleasant Grove township,226,243,256,230,172,162
Pawnee County,Pleasant Ridge township,106,83,76,56,45,43
Pawnee County,Pleasant Valley township,187,134,144,128,85,80
Pawnee County,River township,91,111,102,87,66,57
Pawnee County,Santa Fe township,876,579,632,788,675,184
Pawnee County,Sawmill township,54,36,29,24,19,20
Pawnee County,Shiley township,46,33,42,28,20,39
Pawnee County,Valley Center township,69,91,64,57,46,20
Pawnee County,Walnut township,125,97,111,113,88,74
Phillips County,Arcade township,121,106,100,96,97,88
Phillips County,Beaver township,103,94,69,54,55,53
Phillips County,Belmont township,164,114,141,113,90,78
Phillips County,Bow Creek township,57,39,40,44,43,18
Phillips County,Crystal township,85,82,53,59,50,42
Phillips County,Dayton township,89,64,52,53,33,48
Phillips County,Deer Creek township,99,105,91,67,66,68
Phillips County,Freedom township,118,109,98,85,90,77
Phillips County,Glenwood township,78,52,52,42,44,54
Phillips County,Granite township,99,68,28,21,31,28
Phillips County,Greenwood township,83,63,56,45,42,38
Phillips County,Kirwin township,375,329,348,307,234,179
Phillips County,Logan township,875,802,705,666,637,513
Phillips County,Long Island township,343,318,271,251,226,211
Phillips County,Mound township,255,192,178,129,144,96
Phillips County,Phillipsburg city,3241,3229,2828,2668,2581,2337
Phillips County,Phillipsburg township,343,433,407,257,259,242
Phillips County,Plainview township,45,21,25,23,15,28
Phillips County,Plum township,438,462,428,447,379,331
Phillips County,Prairie View township,322,264,226,220,200,165
Phillips County,Rushville township,62,36,16,23,15,30
Phillips County,Solomon township,307,258,240,226,201,148
Phillips County,Sumner township,76,55,55,43,48,35
Phillips County,Towanda township,35,23,30,26,22,28
Phillips County,Valley township,39,55,38,22,23,24
Phillips County,Walnut township,36,33,15,14,17,22
Pottawatomie County,Belvue township,339,353,330,404,368,392
Pottawatomie County,Blue township,263,1402,1620,1802,3046,4926
Pottawatomie County,Blue Valley township,293,293,336,339,343,380
Pottawatomie County,Center township,120,126,102,104,105,138
Pottawatomie County,Clear Creek township,157,152,134,113,140,150
Pottawatomie County,Emmett township,273,377,343,478,427,450
Pottawatomie County,Grant township,309,365,285,293,268,235
Pottawatomie County,Green township,120,153,160,188,184,213
Pottawatomie County,Lincoln township,134,122,124,124,119,95
Pottawatomie County,Lone Tree township,262,231,262,239,216,227
Pottawatomie County,Louisville township,488,591,666,735,803,1005
Pottawatomie County,Manhattan city,678,162,143,3,146,0
Pottawatomie County,Mill Creek township,1022,1000,1043,1000,1011,957
Pottawatomie County,Pottawatomie township,411,399,356,499,601,688
Pottawatomie County,Rock Creek township,616,701,657,653,740,691
Pottawatomie County,Shannon township,176,196,200,235,270,256
Pottawatomie County,Sherman township,132,156,128,126,118,126
Pottawatomie County,Spring Creek township,57,72,66,61,38,55
Pottawatomie County,St. Clere township,68,82,69,83,72,49
Pottawatomie County,St. George township,1001,1697,2044,2629,3415,4494
Pottawatomie County,St. Marys township,1730,1989,2309,2789,3630,3832
Pottawatomie County,Union township,154,161,179,164,224,239
Pottawatomie County,Vienna township,122,120,121,92,86,80
Pottawatomie County,Wamego township,2830,3882,4451,5056,5234,5670
Pratt County,Banner Township,135,,,,,
Pratt County,Carmi Township,122,,,,,
Pratt County,Center Township,289,,,,,
Pratt County,Elm Township,142,,,,,
Pratt County,Gove Township,119,,,,,
Pratt County,Grant Township,198,,,,,
Pratt County,Haynesville Township,358,,,,,
Pratt County,Iuka Township,475,,,,,
Pratt County,Lincoln Township,155,,,,,
Pratt County,Logan Township,141,,,,,
Pratt County,Mc Clellan Township,31,,,,,
Pratt County,Mc Pherson Township,129,,,,,
Pratt County,Naron Township,91,,,,,
Pratt County,Ninnescah Township,87,,,,,
Pratt County,Paxon Township,266,,,,,
Pratt County,Pratt city,6736,6885,6687,6570,6835,6603
Pratt County,Richland Township,182,,,,,
Pratt County,Saratoga Township,232,,,,,
Pratt County,Springvale Township,36,,,,,
Pratt County,Township 10,,222,190,191,153,132
Pratt County,Township 11,,570,569,496,460,403
Pratt County,Township 12,,746,713,961,917,886
Pratt County,Township 6,,720,572,565,530,490
Pratt County,Township 7,,461,387,366,314,267
Pratt County,Township 8,,246,208,181,133,108
Pratt County,Township 9,,425,376,317,314,268
Pratt County,Valley Township,132,,,,,
Rawlins County,Achilles township,105,94,88,83,46,41
Rawlins County,Arbor Township,47,,,,,
Rawlins County,Atwood township,1765,1695,1443,1330,1230,1326
Rawlins County,Beaver Township,73,,,,,
Rawlins County,Burntwood Township,208,,,,,
Rawlins County,Celia Township,475,,,,,
Rawlins County,Center township,,461,390,363,268,308
Rawlins County,Clinton Township,133,,,,,
Rawlins County,Driftwood township,159,143,133,84,74,85
Rawlins County,Elk Township,88,,,,,
Rawlins County,Grant Township,39,,,,,
Rawlins County,Herl township,,637,506,386,310,284
Rawlins County,Herndon Township,419,,,,,
Rawlins County,Jefferson township,79,64,24,34,37,33
Rawlins County,Laing Township,85,,,,,
Rawlins County,Logan Township,114,,,,,
Rawlins County,Ludell township,208,187,155,136,81,91
Rawlins County,Mikesell Township,46,,,,,
Rawlins County,Mirage township,83,70,47,43,50,55
Rawlins County,Richland Township,90,,,,,
Rawlins County,Rocewood township,,680,551,448,384,311
Rawlins County,Rotate Township,96,,,,,
Rawlins County,Union township,81,74,67,59,39,27
Reno County,Albion township,865,920,823,837,841,821
Reno County,Arlington township,652,798,594,621,642,558
Reno County,Bell township,126,105,89,87,75,67
Reno County,Castleton township,212,242,234,256,285,323
Reno County,Center township,628,627,581,672,668,587
Reno County,Clay township,3720,3238,2894,3302,2057,1986
Reno County,Enterprise township,184,146,160,139,128,130
Reno County,Grant township,789,1263,1147,1307,1348,1307
Reno County,Grove township,81,93,58,64,47,58
Reno County,Haven township,1633,1539,1648,1592,1649,1551
Reno County,Hayes township,113,154,85,106,79,89
Reno County,Huntsville township,207,176,139,118,115,111
Reno County,Hutchinson city,36885,40284,39308,40787,42080,40006
Reno County,Langdon township,240,246,171,160,117,103
Reno County,Lincoln township,472,595,644,703,680,618
Reno County,Little River township,1483,1824,1854,1881,1822,1842
Reno County,Loda township,138,128,116,119,104,110
Reno County,Medford township,179,185,162,144,154,164
Reno County,Medora township,821,1437,1515,1594,1665,1656
Reno County,Miami township,571,575,500,521,462,385
Reno County,Nickerson city,1187,1292,1137,1194,1070,1058
Reno County,Ninnescah township,112,199,200,226,226,247
Reno County,North Hayes Township,26,,,,,
Reno County,Plevna township,296,308,270,235,246,190
Reno County,Reno township,5905,5006,4522,4496,4362,4331
Reno County,Roscoe township,114,128,116,108,105,132
Reno County,Salt Creek township,446,453,447,483,451,455
Reno County,Sumner township,368,397,469,547,654,644
Reno County,Sylvia township,538,481,396,393,311,291
Reno County,Troy township,137,140,104,112,124,148
Reno County,Valley township,553,878,866,887,847,835
Reno County,Walnut township,195,138,115,114,103,103
Reno County,Westminster township,270,246,267,243,196,177
Reno County,Yoder township,619,742,758,742,798,815
Republic County,Albion township,283,256,205,174,142,130
Republic County,Beaver township,172,149,127,137,94,95
Republic County,Belleville city,3063,2805,2517,2239,1991,2007
Republic County,Belleville township,260,254,263,231,236,188
Republic County,Big Bend township,397,371,278,242,177,125
Republic County,Courtland township,616,573,487,450,395,388
Republic County,Elk Creek township,278,234,198,175,136,111
Republic County,Fairview township,221,193,176,155,134,113
Republic County,Farmington township,179,147,108,81,61,58
Republic County,Freedom township,232,250,189,186,167,136
Republic County,Grant township,155,127,110,77,71,51
Republic County,Jefferson township,175,186,139,107,106,83
Republic County,Liberty township,140,98,84,52,45,39
Republic County,Lincoln township,155,147,125,103,98,106
Republic County,Norway township,271,209,160,163,143,117
Republic County,Richland township,508,416,342,318,231,218
Republic County,Rose Creek township,188,197,179,170,108,118
Republic County,Scandia township,726,612,537,541,468,426
Republic County,Union township,102,80,84,51,33,41
Republic County,Washington township,185,130,95,95,75,74
Republic County,White Rock township,192,135,79,88,69,50
Rice County,Atlanta township,258,258,181,233,134,125
Rice County,Bell township,39,43,27,18,10,10
Rice County,Center township,175,148,126,136,131,107
Rice County,East Washington township,79,107,139,179,152,138
Rice County,Eureka township,147,93,81,65,52,31
Rice County,Farmer township,586,544,480,441,389,312
Rice County,Galt township,113,74,73,51,71,81
Rice County,Harrison township,232,214,230,192,171,142
Rice County,Lincoln township,956,881,669,577,563,450
Rice County,Lyons city,4355,4152,3688,3732,3739,3611
Rice County,Mitchell township,163,170,127,131,125,118
Rice County,Odessa township,89,76,64,55,59,59
Rice County,Pioneer township,137,107,103,101,72,84
Rice County,Raymond township,259,237,227,185,153,169
Rice County,Rockville township,154,144,141,134,144,112
Rice County,Sterling city,2312,2312,2115,2642,2328,2248
Rice County,Sterling township,284,351,370,223,221,201
Rice County,Union township,674,774,704,741,738,661
Rice County,Valley township,363,311,278,276,249,208
Rice County,Victoria township,587,614,488,364,345,333
Rice County,West Washington township,188,153,142,138,125,118
Rice County,Wilson township,170,137,157,147,112,109
Riley County,Ashland township,136,171,166,150,139,147
Riley County,Bala township,793,762,751,762,735,740
Riley County,Center township,141,102,88,81,75,81
Riley County,Fancy Creek township,153,126,132,126,116,76
Riley County,Fort Riley township,,15192,,,,
Riley County,Grant township,338,675,801,833,973,870
Riley County,Jackson township,207,256,248,326,330,273
Riley County,Madison township,916,991,14444,8173,9606,9432
Riley County,Manhattan city,26897,32482,37569,44828,52135,54100
Riley County,Manhattan township,8715,8924,9191,3275,2444,2190
Riley County,May Day township,146,125,95,78,83,86
Riley County,Ogden township,17168,2178,2057,2423,2519,2029
Riley County,Sherman township,234,390,391,524,579,585
Riley County,Swede Creek township,199,176,177,157,155,204
Riley County,Wildcat township,397,647,677,750,885,786
Riley County,Zeandale township,348,308,352,357,341,360
Rooks County,Alcona Township,65,,,,,
Rooks County,Ash Rock Township,87,,,,,
Rooks County,Belmont Township,66,,,,,
Rooks County,Bow Creek Township,40,,,,,
Rooks County,Corning Township,51,,,,,
Rooks County,Fairview Township,76,,,,,
Rooks County,Farmington Township,63,,,,,
Rooks County,Greenfield Township,62,,,,,
Rooks County,Hobart Township,44,,,,,
Rooks County,Iowa Township,321,,,,,
Rooks County,Lanark Township,66,,,,,
Rooks County,Logan Township,267,,,,,
Rooks County,Lowell Township,312,,,,,
Rooks County,Medicine Township,64,,,,,
Rooks County,Northampton Township,512,,,,,
Rooks County,Paradise Township,235,,,,,
Rooks County,Plainville Township,2968,,,,,
Rooks County,Richland Township,317,,,,,
Rooks County,Rush Township,70,,,,,
Rooks County,Stockton Township,1725,,,,,
Rooks County,Sugar Loaf Township,67,,,,,
Rooks County,Township 1,,371,317,280,242,196
Rooks County,Township 10,,335,263,197,176,173
Rooks County,Township 11,,2855,2499,2380,2277,2063
Rooks County,Township 12,,228,160,183,154,142
Rooks County,Township 2,,470,500,382,379,360
Rooks County,Township 3,,1711,1432,1489,1212,1360
Rooks County,Township 4,,43,46,27,33,11
Rooks County,Township 5,,138,104,74,59,64
Rooks County,Township 6,,86,65,60,75,86
Rooks County,Township 7,,269,214,218,185,154
Rooks County,Township 8,,424,384,344,341,265
Rooks County,Township 9,,76,55,51,48,45
Rooks County,Twin Mound Township,85,,,,,
Rooks County,Walton Township,65,,,,,
Rush County,Alexander Township,72,,,,,
Rush County,Alexander-Belle Prairie township,,210,150,139,116,76
Rush County,Banner township,321,242,185,191,157,109
Rush County,Belle Prairie Township,208,,,,,
Rush County,Big Timber township,283,234,168,164,152,138
Rush County,Brookdale Township,53,,,,,
Rush County,Center township,387,336,275,256,246,204
Rush County,Fairview Township,60,,,,,
Rush County,Garfield township,200,170,177,132,103,112
Rush County,Hampton Township,420,,,,,
Rush County,Hampton-Fairview township,,424,317,304,268,248
Rush County,Illinois township,125,63,63,47,55,52
Rush County,La Crosse Township,1774,,,,,
Rush County,La Crosse-Brookdale township,,1759,1545,1475,1448,1341
Rush County,Lone Star township,414,370,347,319,321,237
Rush County,Pioneer township,550,535,485,426,367,362
Rush County,Pleasantdale township,96,63,49,33,31,25
Rush County,Union township,154,110,81,65,43,52
Russell County,Big Creek township,572,508,528,515,479,549
Russell County,Center township,506,350,359,255,221,220
Russell County,Fairfield township,75,55,63,42,31,26
Russell County,Fairview township,689,660,576,526,466,416
Russell County,Grant township,234,211,180,159,186,177
Russell County,Lincoln township,205,146,136,147,150,109
Russell County,Luray township,428,373,339,270,258,224
Russell County,Paradise township,353,271,219,169,166,138
Russell County,Plymouth township,430,373,316,319,280,214
Russell County,Russell city,5371,5427,4781,4696,4506,4401
Russell County,Russell township,204,217,117,89,82,81
Russell County,Waldo township,232,177,128,108,78,83
Russell County,Winterset township,129,100,93,75,67,53
Saline County,Cambria township,380,463,390,450,433,420
Saline County,Dayton township,124,138,154,134,115,129
Saline County,Elm Creek township,472,675,654,828,898,816
Saline County,Eureka township,645,607,587,664,632,659
Saline County,Falun township,238,223,226,260,285,267
Saline County,Glendale township,83,83,100,104,110,108
Saline County,Greeley township,516,660,848,809,833,753
Saline County,Gypsum township,188,280,155,193,181,174
Saline County,Liberty township,129,178,132,183,175,163
Saline County,Ohio township,375,402,453,463,445,434
Saline County,Pleasant Valley township,114,273,291,422,404,364
Saline County,Salina city,37714,41843,42303,45679,47707,46889
Saline County,Smoky Hill township,2257,362,408,324,273,239
Saline County,Smoky View township,668,899,761,954,911,848
Saline County,Smolan township,1769,675,707,749,775,647
Saline County,Solomon township,212,241,259,311,309,321
Saline County,Spring Creek township,324,359,323,395,410,447
Saline County,Walnut township,308,472,455,553,538,481
Saline County,Washington township,76,72,95,122,172,144
Scott County,Beaver township,281,377,327,302,287,260
Scott County,Isbel township,159,187,136,110,97,88
Scott County,Keystone township,126,143,136,106,98,84
Scott County,Lake township,170,124,117,95,75,71
Scott County,Michigan township,153,161,117,88,89,80
Scott County,Scott City city,,,,3855,3816,4113
Scott County,Scott township,4312,4432,4106,309,230,230
Scott County,Valley township,405,358,350,255,244,225
Sedgwick County,Afton township,488,757,846,1290,1531,1563
Sedgwick County,Attica township,2621,5019,4629,4959,6725,7401
Sedgwick County,Bel Aire city,,,3695,5836,6769,8262
Sedgwick County,Delano township,2366,2148,378,196,11,11
Sedgwick County,Eagle township,619,738,895,1069,1205,1161
Sedgwick County,Erie township,79,119,115,106,100,99
Sedgwick County,Garden Plain township,1189,1449,1406,1780,1838,1998
Sedgwick County,Grand River township,354,479,550,607,603,682
Sedgwick County,Grant township,2071,2538,3221,3710,4973,5465
Sedgwick County,Greeley township,961,1115,1060,1094,1035,1049
Sedgwick County,Gypsum township,5196,5432,5581,5822,7379,9959
Sedgwick County,Illinois township,753,1297,1553,1620,1860,1999
Sedgwick County,Kechi township,10556,11584,10460,8041,9027,9776
Sedgwick County,Lincoln township,364,411,427,473,523,519
Sedgwick County,Minneha township,3669,4629,6566,5084,3417,3365
Sedgwick County,Morton township,1443,1668,1832,2380,2667,2812
Sedgwick County,Ninnescah township,1867,2151,2453,2913,3231,3376
Sedgwick County,Ohio township,507,752,892,1146,1980,2159
Sedgwick County,Park township,2872,3585,3954,4128,4615,6841
Sedgwick County,Payne township,541,874,724,1119,937,1296
Sedgwick County,Riverside township,10539,11725,14364,15694,13615,13175
Sedgwick County,Rockford township,11285,13919,17189,20019,22784,23462
Sedgwick County,Salem township,7380,7697,7827,8411,9486,9368
Sedgwick County,Sherman township,1025,1089,1251,1362,1716,1991
Sedgwick County,Union township,1591,1629,1945,2156,2410,2595
Sedgwick County,Valley Center township,1858,2442,2985,3642,4356,4751
Sedgwick County,Viola township,419,439,484,547,479,497
Sedgwick County,Waco township,1430,1574,2369,3381,725,660
Sedgwick County,Wichita city,276554,279272,304011,344284,382368,397532
Sedgwick County,Wichita Township,97,,,,,
Seward County,Fargo township,652,961,1195,1684,1563,1205
Seward County,Liberal city,13471,14911,16573,19666,20525,19825
Seward County,Liberal township,1307,803,616,803,548,699
Seward County,Morris Township,113,,,,,
Seward County,Seward township,201,396,359,357,316,235
Shawnee County,Auburn township,1066,1885,2157,2787,3147,3312
Shawnee County,Dover township,976,1124,1220,1734,1524,1677
Shawnee County,Grove township,190,214,272,473,696,734
Shawnee County,Menoken township,912,987,1203,1371,1535,1638
Shawnee County,Mission township,2473,5082,7370,9070,9365,10055
Shawnee County,Monmouth township,1113,1645,1912,2786,3021,3185
Shawnee County,Rossville township,1376,1596,1581,1681,1907,1882
Shawnee County,Silver Lake township,1140,1828,1882,1949,2024,1942
Shawnee County,Soldier township,7225,11017,11491,12867,14732,15109
Shawnee County,Tecumseh township,3829,6314,7185,7822,7593,7753
Shawnee County,Topeka city,125011,115266,119883,122377,127473,126587
Shawnee County,Topeka township,2199,6034,991,931,917,791
Shawnee County,Williamsport township,7812,1924,3829,4023,4000,4244
Sheridan County,Adell township,135,46,23,13,12,7
Sheridan County,Bloomfield township,52,56,59,45,34,36
Sheridan County,Bowcreek township,92,71,60,54,40,43
Sheridan County,East Saline township,135,106,73,66,45,48
Sheridan County,Kenneth township,1537,1640,1533,1430,1350,1382
Sheridan County,Logan township,197,213,144,115,97,130
Sheridan County,Parnell township,136,124,120,104,102,91
Sheridan County,Prairie Dog township,117,81,73,71,76,33
Sheridan County,Sheridan township,406,386,328,269,297,285
Sheridan County,Solomon township,392,299,240,248,179,135
Sheridan County,Springbrook township,207,156,106,108,110,59
Sheridan County,Union township,107,66,43,60,42,33
Sheridan County,Valley township,177,162,122,139,109,102
Sheridan County,West Saline township,169,138,119,91,63,63
Sherman County,Goodland city,5510,5708,4983,4948,4489,4465
Sherman County,Grant township,186,135,123,115,80,74
Sherman County,Iowa township,58,47,46,44,31,27
Sherman County,Itasca township,266,327,333,321,294,275
Sherman County,Lincoln township,157,169,101,95,92,91
Sherman County,Llanos township,97,71,47,43,51,33
Sherman County,Logan township,149,220,236,246,222,202
Sherman County,McPherson township,113,81,53,52,41,44
Sherman County,Shermanville township,86,41,35,51,27,20
Sherman County,Smoky township,119,113,96,87,77,55
Sherman County,Stateline township,451,332,417,344,253,240
Sherman County,Union township,67,69,53,56,47,64
Sherman County,Voltaire township,378,287,290,252,222,265
Sherman County,Washington township,155,159,113,106,84,72
Smith County,Banner township,73,52,60,54,53,48
Smith County,Beaver township,108,91,83,60,48,51
Smith County,Blaine township,100,90,75,60,48,37
Smith County,Cedar township,801,774,665,619,566,484
Smith County,Center township,2549,2413,2233,2094,1827,1771
Smith County,Cora township,111,86,63,38,26,21
Smith County,Crystal Plains township,72,64,45,40,27,20
Smith County,Dor township,78,67,62,46,30,49
Smith County,Garfield township,63,46,35,33,23,31
Smith County,German township,65,40,41,34,30,19
Smith County,Harlan township,183,145,91,100,83,70
Smith County,Harvey township,191,167,119,130,90,93
Smith County,Houston township,328,297,231,206,166,139
Smith County,Lane township,219,187,164,134,117,86
Smith County,Lincoln township,165,126,90,73,71,73
Smith County,Logan township,109,89,55,47,37,35
Smith County,Martin township,72,51,44,24,18,22
Smith County,Oak township,700,565,466,399,285,233
Smith County,Pawnee township,112,82,56,35,24,36
Smith County,Pleasant township,130,83,66,34,37,33
Smith County,Swan township,75,72,57,42,48,28
Smith County,Valley township,132,106,89,75,56,46
Smith County,Washington township,103,93,75,63,57,61
Smith County,Webster township,118,79,53,47,43,47
Smith County,White Rock township,100,82,60,49,43,37
Stafford County,Albano township,81,76,61,56,53,28
Stafford County,Byron township,115,106,88,80,66,63
Stafford County,Clear Creek township,62,60,47,36,32,21
Stafford County,Cleveland township,124,91,102,68,51,65
Stafford County,Douglas township,179,165,156,138,112,118
Stafford County,East Cooper township,94,77,84,90,49,55
Stafford County,Fairview township,154,122,117,98,92,65
Stafford County,Farmington township,563,614,569,591,604,521
Stafford County,Hayes township,306,275,251,212,196,167
Stafford County,Lincoln township,169,146,164,113,124,88
Stafford County,North Seward township,211,224,249,186,183,129
Stafford County,Ohio township,498,453,441,409,380,377
Stafford County,Putnam township,33,39,42,19,24,13
Stafford County,Richland township,77,80,77,70,40,63
Stafford County,Rose Valley township,96,93,81,74,54,46
Stafford County,South Seward township,147,85,87,55,46,41
Stafford County,St. John township,1185,1221,1093,1037,1036,975
Stafford County,Stafford township,1587,1574,1461,1291,1159,1086
Stafford County,Union township,60,58,38,41,26,39
Stafford County,West Cooper township,106,74,85,64,61,57
Stafford County,York township,96,61,72,61,49,55
Stanton County,Big Bow township,536,442,415,338,248,213
Stanton County,Manter township,479,426,354,312,276,252
Stanton County,Stanton township,1272,1471,1564,1756,1711,1619
Stevens County,Banner township,181,199,204,164,192,201
Stevens County,Center township,3118,3521,3735,4131,4396,4148
Stevens County,Harmony township,146,178,146,143,116,84
Stevens County,Moscow township,482,556,658,711,687,546
Stevens County,Voorhees township,148,128,148,145,191,111
Stevens County,West Center township,123,154,157,169,142,160
Sumner County,Avon township,215,278,293,319,317,274
Sumner County,Belle Plaine township,2182,2926,3543,3504,3287,3082
Sumner County,Bluff township,196,136,106,74,48,59
Sumner County,Caldwell city,1540,1401,1351,1284,1068,1025
Sumner County,Caldwell township,329,313,195,200,157,129
Sumner County,Chikaskia township,121,112,67,69,59,47
Sumner County,Conway township,1118,1244,1249,1286,1250,1081
Sumner County,Creek township,244,177,223,241,243,181
Sumner County,Dixon township,801,783,726,738,657,606
Sumner County,Downs township,222,174,200,159,156,139
Sumner County,Eden township,285,324,353,452,414,420
Sumner County,Falls township,278,252,193,187,135,157
Sumner County,Gore township,1789,2229,2317,2220,2105,1837
Sumner County,Greene township,107,92,91,80,75,79
Sumner County,Guelph township,196,171,158,164,184,151
Sumner County,Harmon township,185,237,271,277,289,235
Sumner County,Illinois township,134,130,133,178,173,171
Sumner County,Jackson township,171,175,173,153,140,117
Sumner County,London township,400,603,617,774,716,694
Sumner County,Morris township,63,48,58,35,25,39
Sumner County,Osborne township,303,278,353,273,257,226
Sumner County,Oxford township,1332,1346,1387,1403,1271,1259
Sumner County,Palestine township,207,271,258,249,230,209
Sumner County,Ryan township,316,239,238,239,177,143
Sumner County,Seventy-Six township,271,248,253,238,245,274
Sumner County,South Haven township,726,733,710,670,567,524
Sumner County,Springdale township,526,565,685,761,753,669
Sumner County,Sumner township,184,180,174,150,124,132
Sumner County,Valverde township,147,140,128,147,117,118
Sumner County,Walton township,480,454,503,431,361,306
Sumner County,Wellington city,8072,8212,8411,8647,8172,7715
Sumner County,Wellington township,413,457,424,344,360,284
Thomas County,Barrett township,160,178,153,124,95,109
Thomas County,Colby city,4658,5544,5396,5450,5387,5570
Thomas County,East Hale township,197,146,143,137,115,105
Thomas County,Kingery township,148,113,100,93,87,98
Thomas County,Lacey township,143,158,157,132,121,138
Thomas County,Menlo township,145,125,113,112,95,82
Thomas County,Morgan township,455,568,759,755,662,618
Thomas County,North Randall township,121,117,91,107,85,50
Thomas County,Rovohl township,190,171,169,143,132,129
Thomas County,Smith township,304,280,246,213,278,238
Thomas County,South Randall township,276,315,270,267,236,224
Thomas County,Summers township,184,212,207,197,189,160
Thomas County,Wendell township,118,114,80,84,57,48
Thomas County,West Hale township,402,410,374,366,361,361
Trego County,Collyer township,596,523,435,368,312,287
Trego County,Franklin township,182,130,88,60,39,32
Trego County,Glencoe township,113,94,82,70,71,66
Trego County,Ogallah township,326,288,240,214,173,155
Trego County,Riverside township,265,196,138,117,79,108
Trego County,WaKeeney township,2798,2792,2585,2398,2254,2105
Trego County,Wilcox township,156,142,126,92,73,55
Wabaunsee County,Alma township,1161,1201,1160,1137,1191,1160
Wabaunsee County,Farmer township,125,118,108,119,100,83
Wabaunsee County,Garfield township,606,619,629,590,595,561
Wabaunsee County,Kaw township,225,257,230,242,261,250
Wabaunsee County,Maple Hill township,607,777,796,930,1136,1136
Wabaunsee County,Mill Creek township,189,311,263,293,232,234
Wabaunsee County,Mission Creek township,412,453,448,495,496,485
Wabaunsee County,Newbury township,877,941,934,1045,1042,1091
Wabaunsee County,Plumb township,599,654,617,640,631,600
Wabaunsee County,Rock Creek township,155,113,92,84,53,45
Wabaunsee County,Wabaunsee township,461,455,455,455,524,579
Wabaunsee County,Washington township,145,114,100,83,76,70
Wabaunsee County,Wilmington township,835,854,771,772,716,583
Wallace County,Harrison township,140,114,108,85,69,91
Wallace County,Morton township,78,73,,,,
Wallace County,North township,12,12,,,,
Wallace County,Sharon Springs township,1321,1264,1148,1096,935,925
Wallace County,Wallace township,280,218,185,175,151,167
Wallace County,Weskan township,384,364,380,393,330,329
Washington County,Barnes township,351,394,283,233,212,239
Washington County,Brantford township,148,129,109,91,76,60
Washington County,Charleston township,176,129,115,99,78,67
Washington County,Clifton township,589,567,463,459,426,351
Washington County,Coleman township,133,104,84,64,63,52
Washington County,Farmington township,268,216,181,192,165,172
Washington County,Franklin township,266,231,146,139,119,84
Washington County,Grant township,109,55,43,25,22,57
Washington County,Greenleaf township,600,585,479,450,403,415
Washington County,Haddam township,477,385,290,246,155,158
Washington County,Hanover township,1073,1071,968,884,887,913
Washington County,Highland township,92,80,33,22,35,24
Washington County,Independence township,294,229,210,169,132,101
Washington County,Kimeo township,138,124,85,75,53,54
Washington County,Lincoln township,178,130,91,84,55,61
Washington County,Linn township,643,686,666,599,572,517
Washington County,Little Blue township,169,152,100,93,76,79
