,,,,County,,,CTY_SUB,CTY_SUBA,NAME1970,NAME1980,NAME1990,NAME2000,NAME2010,NAME2020,AV0AA1970,AV0AA1980,AV0AA1990,AV0AA2000,AV0AA2010,AV0AA2020,D15AA1970,D15AA1980,D15AA1990,D15AA2000,D15AA2010,D15AA2020,D15AB1970,D15AB1980,D15AB1990,D15AB2000,D15AB2010,D15AB2020
,Kansas,20,200,Saline County,169,1690,Falun township,22925,Falun Township,FALUN-SUMMIT TOWNSHIP,Falun township,Falun township,Falun township,Falun township,238,223,226,260,285,267,0,0,0,0,0,0,238,223,226,260,285,267
,Kansas,20,200,Saline County,169,1690,Glendale township,26475,Glendale Township,GLENDALE TOWNSHIP,Glendale township,Glendale township,Glendale township,Glendale township,83,83,100,104,110,108,0,0,0,0,0,0,83,83,100,104,110,108
,Kansas,20,200,Saline County,169,1690,Greeley township,28375,Greeley Township,GREELEY TOWNSHIP,Greeley township,Greeley township,Greeley township,Greeley township,516,660,848,809,833,753,0,0,0,47,17,4,516,660,848,762,816,749
,Kansas,20,200,Saline County,169,1690,Gypsum township,29275,Gypsum Township,GYPSUM TOWNSHIP,Gypsum township,Gypsum township,Gypsum township,Gypsum township,188,280,155,193,181,174,0,0,0,0,0,0,188,280,155,193,181,174
,Kansas,20,200,Saline County,169,1690,Liberty township,40350,Liberty Township,LIBERTY TOWNSHIP,Liberty township,Liberty township,Liberty township,Liberty township,129,178,132,183,175,163,0,0,0,0,0,0,129,178,132,183,175,163
,Kansas,20,200,Saline County,169,1690,Ohio township,52425,Ohio Township,OHIO TOWNSHIP,Ohio township,Ohio township,Ohio township,Ohio township,375,402,453,463,445,434,0,0,0,0,0,0,375,402,453,463,445,434
,Kansas,20,200,Saline County,169,1690,Pleasant Valley township,56625,Pleasant Valley Township,PLEASANT VALLEY TOWNSHIP,Pleasant Valley township,Pleasant Valley township,Pleasant Valley township,Pleasant Valley township,114,273,291,422,404,364,0,0,0,0,0,0,114,273,291,422,404,364
,Kansas,20,200,Saline County,169,1690,Salina city,62700,Salina City,SALINA CITY,Salina city,Salina city,Salina city,Salina city,37714,41843,42303,45679,47707,46889,37714,41843,42297,45591,47407,46520,0,0,6,88,300,369
,Kansas,20,200,Saline County,169,1690,Smoky Hill township,66050,Smoky Hill Township,SMOKY HILL TOWNSHIP,Smoky Hill township,Smoky Hill township,Smoky Hill township,Smoky Hill township,2257,362,408,324,273,239,0,0,0,9,4,5,2257,362,408,315,269,234
,Kansas,20,200,Saline County,169,1690,Smoky View township,66075,Smoky View Township,SMOKY VIEW TOWNSHIP,Smoky View township,Smoky View township,Smoky View township,Smoky View township,668,899,761,954,911,848,0,0,0,0,0,0,668,899,761,954,911,848
,Kansas,20,200,Saline County,169,1690,Smolan township,66125,Smolan Township,SMOLAN TOWNSHIP,Smolan township,Smolan township,Smolan township,Smolan township,1769,675,707,749,775,647,0,0,0,7,65,18,1769,675,707,742,710,629
,Kansas,20,200,Saline County,169,1690,Solomon township,66375,Solomon Township,SOLOMON TOWNSHIP,Solomon township,Solomon township,Solomon township,Solomon township,212,241,259,311,309,321,0,0,0,0,0,0,212,241,259,311,309,321
,Kansas,20,200,Saline County,169,1690,Spring Creek township,67500,Spring Creek Township,SPRING CREEK TOWNSHIP,Spring Creek township,Spring Creek township,Spring Creek township,Spring Creek township,324,359,323,395,410,447,0,0,0,0,0,0,324,359,323,395,410,447
,Kansas,20,200,Saline County,169,1690,Walnut township,75125,Walnut Township,WALNUT TOWNSHIP,Walnut township,Walnut township,Walnut township,Walnut township,308,472,455,553,538,481,0,0,0,0,0,0,308,472,455,553,538,481
,Kansas,20,200,Saline County,169,1690,Washington township,75725,Washington Township,WASHINGTON TOWNSHIP,Washington township,Washington township,Washington township,Washington township,76,72,95,122,172,144,0,0,0,0,0,0,76,72,95,122,172,144
,Kansas,20,200,Scott County,171,1710,Beaver township,5175,Beaver Township,BEAVER TOWNSHIP,Beaver township,Beaver township,Beaver township,Beaver township,281,377,327,302,287,260,0,0,0,0,0,0,281,377,327,302,287,260
,Kansas,20,200,Scott County,171,1710,Isbel township,34575,Isbel Township,ISBEL TOWNSHIP,Isbel township,Isbel township,Isbel township,Isbel township,159,187,136,110,97,88,0,0,0,0,0,0,159,187,136,110,97,88
,Kansas,20,200,Scott County,171,1710,Keystone township,36600,Keystone Township,KEYSTONE TOWNSHIP,Keystone township,Keystone township,Keystone township,Keystone township,126,143,136,106,98,84,0,0,0,0,0,0,126,143,136,106,98,84
,Kansas,20,200,Scott County,171,1710,Lake township,37850,Lake Township,LAKE TOWNSHIP,Lake township,Lake township,Lake township,Lake township,170,124,117,95,75,71,0,0,0,0,0,0,170,124,117,95,75,71
,Kansas,20,200,Scott County,171,1710,Michigan township,46175,Michigan Township,MICHIGAN TOWNSHIP,Michigan township,Michigan township,Michigan township,Michigan township,153,161,117,88,89,80,0,0,0,0,0,0,153,161,117,88,89,80
,Kansas,20,200,Scott County,171,1710,Scott City city,63600,,,,Scott City city,Scott City city,Scott City city,,,,3855,3816,4113,,,,3732,3647,0,,,,123,169,4113
,Kansas,20,200,Scott County,171,1710,Scott township,63575,Scott Township,SCOTT TOWNSHIP,Scott township,Scott township,Scott township,Scott township,4312,4432,4106,309,230,230,4001,4154,3785,20,0,0,311,278,321,289,230,230
,Kansas,20,200,Scott County,171,1710,Valley township,73125,Valley Township,VALLEY TOWNSHIP,Valley township,Valley township,Valley township,Valley township,405,358,350,255,244,225,0,0,0,0,0,0,405,358,350,255,244,225
,Kansas,20,200,Sedgwick County,173,1730,Afton township,425,Afton Township,AFTON TOWNSHIP,Afton township,Afton township,Afton township,Afton township,488,757,846,1290,1531,1563,0,0,0,0,0,0,488,757,846,1290,1531,1563
,Kansas,20,200,Sedgwick County,173,1730,Attica township,3125,Attica Township,ATTICA TOWNSHIP,Attica township,Attica township,Attica township,Attica township,2621,5019,4629,4959,6725,7401,0,0,0,950,5058,5527,2621,5019,4629,4009,1667,1874
,Kansas,20,200,Sedgwick County,173,1730,Bel Aire city,5337,,,Bel Aire city,Bel Aire city,Bel Aire city,Bel Aire city,,,3695,5836,6769,8262,,,3695,5814,6445,8262,,,0,22,324,0
,Kansas,20,200,Sedgwick County,173,1730,Delano township,17375,Delano Township,DELANO TOWNSHIP,Delano township,Delano township,Delano township,Delano township,2366,2148,378,196,11,11,868,1225,125,121,11,11,1498,923,253,75,0,0
,Kansas,20,200,Sedgwick County,173,1730,Eagle township,19250,Eagle Township,EAGLE TOWNSHIP,Eagle township,Eagle township,Eagle township,Eagle township,619,738,895,1069,1205,1161,0,0,0,0,0,0,619,738,895,1069,1205,1161
,Kansas,20,200,Sedgwick County,173,1730,Erie township,21550,Erie Township,ERIE TOWNSHIP,Erie township,Erie township,Erie township,Erie township,79,119,115,106,100,99,0,0,0,0,0,0,79,119,115,106,100,99
,Kansas,20,200,Sedgwick County,173,1730,Garden Plain township,25400,Garden Plain Township,GARDEN PLAIN TOWNSHIP,Garden Plain township,Garden Plain township,Garden Plain township,Garden Plain township,1189,1449,1406,1780,1838,1998,0,0,0,0,0,0,1189,1449,1406,1780,1838,1998
,Kansas,20,200,Sedgwick County,173,1730,Grand River township,27300,Grand River Township,GRAND RIVER TOWNSHIP,Grand River township,Grand River township,Grand River township,Grand River township,354,479,550,607,603,682,0,0,0,0,0,0,354,479,550,607,603,682
,Kansas,20,200,Sedgwick County,173,1730,Grant township,28125,Grant Township,GRANT TOWNSHIP,Grant township,Grant township,Grant township,Grant township,2071,2538,3221,3710,4973,5465,1254,1789,1887,2192,2852,3065,817,749,1334,1518,2121,2400
,Kansas,20,200,Sedgwick County,173,1730,Greeley township,28400,Greeley Township,GREELEY TOWNSHIP,Greeley township,Greeley township,Greeley township,Greeley township,961,1115,1060,1094,1035,1049,0,0,0,0,0,0,961,1115,1060,1094,1035,1049
,Kansas,20,200,Sedgwick County,173,1730,Gypsum township,29300,Gypsum Township,GYPSUM TOWNSHIP,Gypsum township,Gypsum township,Gypsum township,Gypsum township,5196,5432,5581,5822,7379,9959,4009,3415,3191,2103,4029,6679,1187,2017,2390,3719,3350,3280
,Kansas,20,200,Sedgwick County,173,1730,Illinois township,33775,Illinois Township,ILLINOIS TOWNSHIP,Illinois township,Illinois township,Illinois township,Illinois township,753,1297,1553,1620,1860,1999,0,0,0,0,0,0,753,1297,1553,1620,1860,1999
,Kansas,20,200,Sedgwick County,173,1730,Kechi township,36250,Kechi Township,KECHI TOWNSHIP,Kechi township,Kechi township,Kechi township,Kechi township,10556,11584,10460,8041,9027,9776,6979,9077,9156,7477,8378,9294,3577,2507,1304,564,649,482
,Kansas,20,200,Sedgwick County,173,1730,Lincoln township,41150,Lincoln Township,LINCOLN TOWNSHIP,Lincoln township,Lincoln township,Lincoln township,Lincoln township,364,411,427,473,523,519,0,0,0,0,0,0,364,411,427,473,523,519
,Kansas,20,200,Sedgwick County,173,1730,Minneha township,47125,Minneha Township,MINNEHA TOWNSHIP,Minneha township,Minneha township,Minneha township,Minneha township,3669,4629,6566,5084,3417,3365,1490,1273,2321,4341,3291,3290,2179,3356,4245,743,126,75
,Kansas,20,200,Sedgwick County,173,1730,Morton township,48550,Morton Township,MORTON TOWNSHIP,Morton township,Morton township,Morton township,Morton township,1443,1668,1832,2380,2667,2812,0,0,0,0,0,0,1443,1668,1832,2380,2667,2812
,Kansas,20,200,Sedgwick County,173,1730,Ninnescah township,50725,Ninnescah Township,NINNESCAH TOWNSHIP,Ninnescah township,Ninnescah township,Ninnescah township,Ninnescah township,1867,2151,2453,2913,3231,3376,0,0,0,0,0,0,1867,2151,2453,2913,3231,3376
,Kansas,20,200,Sedgwick County,173,1730,Ohio township,52450,Ohio Township,OHIO TOWNSHIP,Ohio township,Ohio township,Ohio township,Ohio township,507,752,892,1146,1980,2159,0,0,0,0,548,804,507,752,892,1146,1432,1355
,Kansas,20,200,Sedgwick County,173,1730,Park township,54425,Park Township,PARK TOWNSHIP,Park township,Park township,Park township,Park township,2872,3585,3954,4128,4615,6841,0,2,71,2656,3167,5273,2872,3583,3883,1472,1448,1568
,Kansas,20,200,Sedgwick County,173,1730,Payne township,55075,Payne Township,PAYNE TOWNSHIP,Payne township,Payne township,Payne township,Payne township,541,874,724,1119,937,1296,0,0,0,29,0,358,541,874,724,1090,937,938
,Kansas,20,200,Sedgwick County,173,1730,Riverside township,60125,Riverside Township,RIVERSIDE TOWNSHIP,Riverside township,Riverside township,Riverside township,Riverside township,10539,11725,14364,15694,13615,13175,9878,11251,13624,15045,13437,12976,661,474,740,649,178,199
,Kansas,20,200,Sedgwick County,173,1730,Rockford township,60675,Rockford Township,ROCKFORD TOWNSHIP,Rockford township,Rockford township,Rockford township,Rockford township,11285,13919,17189,20019,22784,23462,10010,12114,15553,18502,21261,22012,1275,1805,1636,1517,1523,1450
,Kansas,20,200,Sedgwick County,173,1730,Salem township,62675,Salem Township,SALEM TOWNSHIP,Salem township,Salem township,Salem township,Salem township,7380,7697,7827,8411,9486,9368,4663,4678,5204,6095,7515,7583,2717,3019,2623,2316,1971,1785
,Kansas,20,200,Sedgwick County,173,1730,Sherman township,65100,Sherman Township,SHERMAN TOWNSHIP,Sherman township,Sherman township,Sherman township,Sherman township,1025,1089,1251,1362,1716,1991,0,0,0,0,0,0,1025,1089,1251,1362,1716,1991
,Kansas,20,200,Sedgwick County,173,1730,Union township,72375,Union Township,UNION TOWNSHIP,Union township,Union township,Union township,Union township,1591,1629,1945,2156,2410,2595,0,0,0,0,0,0,1591,1629,1945,2156,2410,2595
,Kansas,20,200,Sedgwick County,173,1730,Valley Center township,73275,Valley Center Township,VALLEY CENTER TOWNSHIP,Valley Center township,Valley Center township,Valley Center township,Valley Center township,1858,2442,2985,3642,4356,4751,1297,1511,1737,2377,2791,3133,561,931,1248,1265,1565,1618
,Kansas,20,200,Sedgwick County,173,1730,Viola township,74050,Viola Township,VIOLA TOWNSHIP,Viola township,Viola township,Viola township,Viola township,419,439,484,547,479,497,0,0,0,0,0,0,419,439,484,547,479,497
,Kansas,20,200,Sedgwick County,173,1730,Waco township,74300,Waco Township,WACO TOWNSHIP,Waco township,Waco township,Waco township,Waco township,1430,1574,2369,3381,725,660,325,3,3,2596,172,216,1105,1571,2366,785,553,444
,Kansas,20,200,Sedgwick County,173,1730,Wichita city,79000,Wichita City,WICHITA CITY,Wichita city,Wichita city,Wichita city,Wichita city,276554,279272,304011,344284,382368,397532,276554,279272,304011,343294,381242,396474,0,0,0,990,1126,1058
,Kansas,20,200,Sedgwick County,173,1730,Wichita Township,145,Wichita Township,,,,,,97,,,,,,97,,,,,,0,,,,,
,Kansas,20,200,Seward County,175,1750,Fargo township,23000,Fargo Township,FARGO TOWNSHIP,Fargo township,Fargo township,Fargo township,Fargo township,652,961,1195,1684,1563,1205,0,0,0,0,0,0,652,961,1195,1684,1563,1205
,Kansas,20,200,Seward County,175,1750,Liberal city,39825,Liberal City,LIBERAL CITY,Liberal city,Liberal city,Liberal city,Liberal city,13471,14911,16573,19666,20525,19825,13471,14911,16573,19124,20320,19813,0,0,0,542,205,12
,Kansas,20,200,Seward County,175,1750,Liberal township,39850,Liberal Township,LIBERAL TOWNSHIP,Liberal township,Liberal township,Liberal township,Liberal township,1307,803,616,803,548,699,0,0,0,144,9,30,1307,803,616,659,539,669
,Kansas,20,200,Seward County,175,1750,Morris Township,20,Morris Township,,,,,,113,,,,,,0,,,,,,113,,,,,
,Kansas,20,200,Seward County,175,1750,Seward township,64075,Seward Township,SEWARD TOWNSHIP,Seward township,Seward township,Seward township,Seward township,201,396,359,357,316,235,0,0,0,0,0,0,201,396,359,357,316,235
,Kansas,20,200,Shawnee County,177,1770,Auburn township,3275,Auburn Township,AUBURN TOWNSHIP,Auburn township,Auburn township,Auburn township,Auburn township,1066,1885,2157,2787,3147,3312,0,0,0,0,0,0,1066,1885,2157,2787,3147,3312
,Kansas,20,200,Shawnee County,177,1770,Dover township,18475,Dover Township,DOVER TOWNSHIP,Dover township,Dover township,Dover township,Dover township,976,1124,1220,1734,1524,1677,0,0,0,0,0,0,976,1124,1220,1734,1524,1677
,Kansas,20,200,Shawnee County,177,1770,Grove township,29075,Grove Township,GROVE TOWNSHIP,Grove township,Grove township,Grove township,Grove township,190,214,272,473,696,734,0,0,0,0,0,0,190,214,272,473,696,734
,Kansas,20,200,Shawnee County,177,1770,Menoken township,45850,Menoken Township,MENOKEN TOWNSHIP,Menoken township,Menoken township,Menoken township,Menoken township,912,987,1203,1371,1535,1638,0,0,0,0,47,145,912,987,1203,1371,1488,1493
,Kansas,20,200,Shawnee County,177,1770,Mission township,47275,Mission Township,MISSION TOWNSHIP,Mission township,Mission township,Mission township,Mission township,2473,5082,7370,9070,9365,10055,0,1398,3803,5348,6177,6675,2473,3684,3567,3722,3188,3380
,Kansas,20,200,Shawnee County,177,1770,Monmouth township,47700,Monmouth Township,MONMOUTH TOWNSHIP,Monmouth township,Monmouth township,Monmouth township,Monmouth township,1113,1645,1912,2786,3021,3185,0,0,0,0,0,99,1113,1645,1912,2786,3021,3086
,Kansas,20,200,Shawnee County,177,1770,Rossville township,61425,Rossville Township,ROSSVILLE TOWNSHIP,Rossville township,Rossville township,Rossville township,Rossville township,1376,1596,1581,1681,1907,1882,0,0,0,0,0,0,1376,1596,1581,1681,1907,1882
,Kansas,20,200,Shawnee County,177,1770,Silver Lake township,65625,Silver Lake Township,SILVER LAKE TOWNSHIP,Silver Lake township,Silver Lake township,Silver Lake township,Silver Lake township,1140,1828,1882,1949,2024,1942,0,0,0,0,0,0,1140,1828,1882,1949,2024,1942
,Kansas,20,200,Shawnee County,177,1770,Soldier township,66225,Soldier Township,SOLDIER TOWNSHIP,Soldier township,Soldier township,Soldier township,Soldier township,7225,11017,11491,12867,14732,15109,3,1257,1699,7115,8375,6954,7222,9760,9792,5752,6357,8155
,Kansas,20,200,Shawnee County,177,1770,Tecumseh township,70100,Tecumseh Township,TECUMSEH TOWNSHIP,Tecumseh township,Tecumseh township,Tecumseh township,Tecumseh township,3829,6314,7185,7822,7593,7753,0,3235,4412,5473,5155,5397,3829,3079,2773,2349,2438,2356
,Kansas,20,200,Shawnee County,177,1770,Topeka city,71000,Topeka City,TOPEKA CITY,Topeka city,Topeka city,Topeka city,Topeka city,125011,115266,119883,122377,127473,126587,125011,115266,119883,121518,126963,126321,0,0,0,859,510,266
,Kansas,20,200,Shawnee County,177,1770,Topeka township,71025,Topeka Township,TOPEKA TOWNSHIP,Topeka township,Topeka township,Topeka township,Topeka township,2199,6034,991,931,917,791,540,4050,335,307,329,280,1659,1984,656,624,588,511
,Kansas,20,200,Shawnee County,177,1770,Williamsport township,79350,Williamsport Township,WILLIAMSPORT TOWNSHIP,Williamsport township,Williamsport township,Williamsport township,Williamsport township,7812,1924,3829,4023,4000,4244,6554,730,2579,2650,2731,2925,1258,1194,1250,1373,1269,1319
,Kansas,20,200,Sheridan County,179,1790,Adell township,300,Adell Township,ADELL TOWNSHIP,Adell township,Adell township,Adell township,Adell township,135,46,23,13,12,7,0,0,0,0,0,0,135,46,23,13,12,7
,Kansas,20,200,Sheridan County,179,1790,Bloomfield township,7450,Bloomfield Township,BLOOMFIELD TOWNSHIP,Bloomfield township,Bloomfield township,Bloomfield township,Bloomfield township,52,56,59,45,34,36,0,0,0,0,0,0,52,56,59,45,34,36
,Kansas,20,200,Sheridan County,179,1790,Bowcreek township,8125,Bow Creek Township,BOW CREEK TOWNSHIP,Bowcreek township,Bowcreek township,Bowcreek township,Bowcreek township,92,71,60,54,40,43,0,0,0,0,0,0,92,71,60,54,40,43
,Kansas,20,200,Sheridan County,179,1790,East Saline township,19675,East Saline Township,EAST SALINE TOWNSHIP,East Saline township,East Saline township,East Saline township,East Saline township,135,106,73,66,45,48,0,0,0,0,0,0,135,106,73,66,45,48
,Kansas,20,200,Sheridan County,179,1790,Kenneth township,36525,Kenneth Township,KENNETH TOWNSHIP,Kenneth township,Kenneth township,Kenneth township,Kenneth township,1537,1640,1533,1430,1350,1382,0,0,0,0,0,0,1537,1640,1533,1430,1350,1382
,Kansas,20,200,Sheridan County,179,1790,Logan township,42225,Logan Township,LOGAN TOWNSHIP,Logan township,Logan township,Logan township,Logan township,197,213,144,115,97,130,0,0,0,0,0,0,197,213,144,115,97,130
,Kansas,20,200,Sheridan County,179,1790,Parnell township,54650,Parnell Township,PARNELL TOWNSHIP,Parnell township,Parnell township,Parnell township,Parnell township,136,124,120,104,102,91,0,0,0,0,0,0,136,124,120,104,102,91
,Kansas,20,200,Sheridan County,179,1790,Prairie Dog township,57500,Prairie Dog Township,PRAIRIE DOG TOWNSHIP,Prairie Dog township,Prairie Dog township,Prairie Dog township,Prairie Dog township,117,81,73,71,76,33,0,0,0,0,0,0,117,81,73,71,76,33
,Kansas,20,200,Sheridan County,179,1790,Sheridan township,64750,Sheridan Township,SHERIDAN TOWNSHIP,Sheridan township,Sheridan township,Sheridan township,Sheridan township,406,386,328,269,297,285,0,0,0,0,0,0,406,386,328,269,297,285
,Kansas,20,200,Sheridan County,179,1790,Solomon township,66400,Solomon Township,SOLOMON TOWNSHIP,Solomon township,Solomon township,Solomon township,Solomon township,392,299,240,248,179,135,0,0,0,0,0,0,392,299,240,248,179,135
