,,,,County,,,CTY_SUB,CTY_SUBA,NAME1970,NAME1980,NAME1990,NAME2000,NAME2010,NAME2020,AV0AA1970,AV0AA1980,AV0AA1990,AV0AA2000,AV0AA2010,AV0AA2020,D15AA1970,D15AA1980,D15AA1990,D15AA2000,D15AA2010,D15AA2020,D15AB1970,D15AB1980,D15AB1990,D15AB2000,D15AB2010,D15AB2020
,Kansas,20,200,Morris County,127,1270,Diamond Valley Township,25,Diamond Valley Township,,,,,,61,,,,,,0,,,,,,61,,,,,
,Kansas,20,200,Morris County,127,1270,Elm Creek Township,30,Elm Creek Township,,,,,,473,,,,,,0,,,,,,473,,,,,
,Kansas,20,200,Morris County,127,1270,Four Mile Township,35,Four Mile Township,,,,,,78,,,,,,0,,,,,,78,,,,,
,Kansas,20,200,Morris County,127,1270,Garfield Township,40,Garfield Township,,,,,,154,,,,,,0,,,,,,154,,,,,
,Kansas,20,200,Morris County,127,1270,Grandview Township,45,Grandview Township,,,,,,345,,,,,,0,,,,,,345,,,,,
,Kansas,20,200,Morris County,127,1270,Herington city,31400,,,Herington city,Herington city,Herington city,Herington city,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0
,Kansas,20,200,Morris County,127,1270,Highland township,31975,Highland Township,HIGHLAND TOWNSHIP,Highland township,Highland township,Highland township,Highland township,143,133,114,94,98,74,0,0,0,0,0,0,143,133,114,94,98,74
,Kansas,20,200,Morris County,127,1270,Neosho Township,55,Neosho Township,,,,,,119,,,,,,0,,,,,,119,,,,,
,Kansas,20,200,Morris County,127,1270,Ohio Township,60,Ohio Township,,,,,,529,,,,,,0,,,,,,529,,,,,
,Kansas,20,200,Morris County,127,1270,Overland township,53750,Overland Township,OVERLAND TOWNSHIP,Overland township,Overland township,Overland township,Overland township,98,111,69,60,71,85,0,0,0,0,0,0,98,111,69,60,71,85
,Kansas,20,200,Morris County,127,1270,Parker Township,70,Parker Township,,,,,,216,,,,,,0,,,,,,216,,,,,
,Kansas,20,200,Morris County,127,1270,Rolling Prairie Township,75,Rolling Prairie Township,,,,,,640,,,,,,0,,,,,,640,,,,,
,Kansas,20,200,Morris County,127,1270,Township 1,71202,,TOWNSHIP NO. 1,Township No. 1,Township No. 1,Township 1,Township 1,,589,581,551,509,476,,0,0,0,0,0,,589,581,551,509,476
,Kansas,20,200,Morris County,127,1270,Township 2,71206,,TOWNSHIP NO. 2,Township No. 2,Township No. 2,Township 2,Township 2,,627,781,688,720,627,,0,0,0,0,0,,627,781,688,720,627
,Kansas,20,200,Morris County,127,1270,Township 3,71210,,TOWNSHIP NO. 3,Township No. 3,Township No. 3,Township 3,Township 3,,510,569,503,446,382,,0,0,0,0,0,,510,569,503,446,382
,Kansas,20,200,Morris County,127,1270,Township 4,71214,,TOWNSHIP NO. 4,Township No. 4,Township No. 4,Township 4,Township 4,,234,232,252,236,204,,0,0,0,0,0,,234,232,252,236,204
,Kansas,20,200,Morris County,127,1270,Township 5,71218,,TOWNSHIP NO. 5,Township No. 5,Township No. 5,Township 5,Township 5,,707,684,686,784,581,,0,0,0,0,0,,707,684,686,784,581
,Kansas,20,200,Morris County,127,1270,Township 6,71222,,TOWNSHIP NO. 6,Township No. 6,Township No. 6,Township 6,Township 6,,141,116,111,102,114,,0,0,0,0,0,,141,116,111,102,114
,Kansas,20,200,Morris County,127,1270,Township 7,71227,,TOWNSHIP NO. 7,Township No. 7,Township No. 7,Township 7,Township 7,,327,260,258,262,223,,0,0,0,0,0,,327,260,258,262,223
,Kansas,20,200,Morris County,127,1270,Township 8,71232,,TOWNSHIP NO. 8,Township No. 8,Township No. 8,Township 8,Township 8,,300,230,212,206,180,,0,0,0,0,0,,300,230,212,206,180
,Kansas,20,200,Morris County,127,1270,Township 9,71237,,TOWNSHIP NO. 9,Township No. 9,Township No. 9,Township 9,Township 9,,359,334,368,307,300,,0,0,0,0,0,,359,334,368,307,300
,Kansas,20,200,Morris County,127,1270,Valley Township,80,Valley Township,,,,,,252,,,,,,0,,,,,,252,,,,,
,Kansas,20,200,Morris County,127,1270,Warren Township,85,Warren Township,,,,,,191,,,,,,0,,,,,,191,,,,,
,Kansas,20,200,Morton County,129,1290,Cimarron township,13350,Cimarron Township,CIMARRON TOWNSHIP,Cimarron township,Cimarron township,Cimarron township,Cimarron township,81,73,74,67,60,54,0,0,0,0,0,0,81,73,74,67,60,54
,Kansas,20,200,Morton County,129,1290,Jones township,35650,Jones Township,JONES TOWNSHIP,Jones township,Jones township,Jones township,Jones township,24,16,11,17,14,11,0,0,0,0,0,0,24,16,11,17,14,11
,Kansas,20,200,Morton County,129,1290,Richfield township,59225,Richfield Township,RICHFIELD TOWNSHIP,Richfield township,Richfield township,Richfield township,Richfield township,332,316,269,218,182,139,0,0,0,0,0,0,332,316,269,218,182,139
,Kansas,20,200,Morton County,129,1290,Rolla township,60925,Rolla Township,ROLLA TOWNSHIP,Rolla township,Rolla township,Rolla township,Rolla township,561,561,575,650,590,480,0,0,0,0,0,0,561,561,575,650,590,480
,Kansas,20,200,Morton County,129,1290,Taloga township,69975,Taloga Township,TALOGA TOWNSHIP,Taloga township,Taloga township,Taloga township,Taloga township,2442,2378,2443,2437,2327,1978,0,0,0,0,0,0,2442,2378,2443,2437,2327,1978
,Kansas,20,200,Morton County,129,1290,Westola township,77225,Westola Township,WESTOLA TOWNSHIP,Westola township,Westola township,Westola township,Westola township,136,110,108,107,60,39,0,0,0,0,0,0,136,110,108,107,60,39
,Kansas,20,200,Nemaha County,131,1310,Adams township,275,Adams Township,ADAMS TOWNSHIP,Adams township,Adams township,Adams township,Adams township,287,242,205,213,194,171,0,0,0,0,0,0,287,242,205,213,194,171
,Kansas,20,200,Nemaha County,131,1310,Berwick township,6375,Berwick Township,BERWICK TOWNSHIP,Berwick township,Berwick township,Berwick township,Berwick township,358,346,383,391,408,414,0,0,0,0,0,0,358,346,383,391,408,414
,Kansas,20,200,Nemaha County,131,1310,Capioma township,10575,Capioma Township,CAPIOMA TOWNSHIP,Capioma township,Capioma township,Capioma township,Capioma township,249,202,160,161,147,154,0,0,0,0,0,0,249,202,160,161,147,154
,Kansas,20,200,Nemaha County,131,1310,Center township,11900,Center Township,CENTER TOWNSHIP,Center township,Center township,Center township,Center township,289,274,211,200,164,178,0,0,0,0,0,0,289,274,211,200,164,178
,Kansas,20,200,Nemaha County,131,1310,Clear Creek township,13775,Clear Creek Township,CLEAR CREEK TOWNSHIP,Clear Creek township,Clear Creek township,Clear Creek township,Clear Creek township,217,170,144,123,115,127,0,0,0,0,0,0,217,170,144,123,115,127
,Kansas,20,200,Nemaha County,131,1310,Gilman township,26275,Gilman Township,GILMAN TOWNSHIP,Gilman township,Gilman township,Gilman township,Gilman township,334,318,247,223,238,191,0,0,0,0,0,0,334,318,247,223,238,191
,Kansas,20,200,Nemaha County,131,1310,Granada township,27275,Granada Township,GRANADA TOWNSHIP,Granada township,Granada township,Granada township,Granada township,167,127,106,122,105,84,0,0,0,0,0,0,167,127,106,122,105,84
,Kansas,20,200,Nemaha County,131,1310,Harrison township,30375,Harrison Township,HARRISON TOWNSHIP,Harrison township,Harrison township,Harrison township,Harrison township,503,424,379,399,307,306,0,0,0,0,0,0,503,424,379,399,307,306
,Kansas,20,200,Nemaha County,131,1310,Home township,32900,Home Township,HOME TOWNSHIP,Home township,Home township,Home township,Home township,710,603,571,567,543,511,0,0,0,0,0,0,710,603,571,567,543,511
,Kansas,20,200,Nemaha County,131,1310,Illinois township,33725,Illinois Township,ILLINOIS TOWNSHIP,Illinois township,Illinois township,Illinois township,Illinois township,478,465,424,453,450,532,0,0,0,0,0,0,478,465,424,453,450,532
,Kansas,20,200,Nemaha County,131,1310,Marion township,44775,Marion Township,MARION TOWNSHIP,Marion township,Marion township,Marion township,Marion township,506,475,469,457,392,420,0,0,0,0,0,0,506,475,469,457,392,420
,Kansas,20,200,Nemaha County,131,1310,Mitchell township,47475,Mitchell Township,MITCHELL TOWNSHIP,Mitchell township,Mitchell township,Mitchell township,Mitchell township,317,345,368,305,261,308,0,0,0,0,0,0,317,345,368,305,261,308
,Kansas,20,200,Nemaha County,131,1310,Nemaha township,49625,Nemaha Township,NEMAHA TOWNSHIP,Nemaha township,Nemaha township,Nemaha township,Nemaha township,223,196,193,184,155,108,0,0,0,0,0,0,223,196,193,184,155,108
,Kansas,20,200,Nemaha County,131,1310,Neuchatel township,50050,Neuchatel Township,NEUCHATEL TOWNSHIP,Neuchatel township,Neuchatel township,Neuchatel township,Neuchatel township,143,165,129,117,105,90,0,0,0,0,0,0,143,165,129,117,105,90
,Kansas,20,200,Nemaha County,131,1310,Red Vermillion township,58750,Red Vermillion Township,RED VERMILLION TOWNSHIP,Red Vermillion township,Red Vermillion township,Red Vermillion township,Red Vermillion township,207,174,135,137,110,123,0,0,0,0,0,0,207,174,135,137,110,123
,Kansas,20,200,Nemaha County,131,1310,Reilly township,58900,Reilly Township,REILLY TOWNSHIP,Reilly township,Reilly township,Reilly township,Reilly township,224,202,158,153,106,107,0,0,0,0,0,0,224,202,158,153,106,107
,Kansas,20,200,Nemaha County,131,1310,Richmond township,59725,Richmond Township,RICHMOND TOWNSHIP,Richmond township,Richmond township,Richmond township,Richmond township,652,460,543,538,519,512,0,0,0,0,0,0,652,460,543,538,519,512
,Kansas,20,200,Nemaha County,131,1310,Rock Creek township,60600,Rock Creek Township,ROCK CREEK TOWNSHIP,Rock Creek township,Rock Creek township,Rock Creek township,Rock Creek township,311,271,362,302,416,429,0,0,0,0,42,0,311,271,362,302,374,429
,Kansas,20,200,Nemaha County,131,1310,Sabetha city,62025,Sabetha City,SABETHA CITY,Sabetha city,Sabetha city,Sabetha city,Sabetha city,2376,2282,2335,2582,2564,2534,0,0,0,0,2478,0,2376,2282,2335,2582,86,2534
,Kansas,20,200,Nemaha County,131,1310,Seneca city,63950,Seneca City,SENECA CITY,Seneca city,Seneca city,Seneca city,Seneca city,2182,2389,2027,2122,1991,2139,0,0,0,0,0,0,2182,2389,2027,2122,1991,2139
,Kansas,20,200,Nemaha County,131,1310,Washington township,75675,Washington Township,WASHINGTON TOWNSHIP,Washington township,Washington township,Washington township,Washington township,498,539,457,465,380,380,0,0,0,0,0,0,498,539,457,465,380,380
,Kansas,20,200,Nemaha County,131,1310,Wetmore township,77575,Wetmore Township,WETMORE TOWNSHIP,Wetmore township,Wetmore township,Wetmore township,Wetmore township,594,542,440,503,508,455,0,0,0,0,0,0,594,542,440,503,508,455
,Kansas,20,200,Neosho County,133,1330,Big Creek township,6675,Big Creek Township,BIG CREEK TOWNSHIP,Big Creek township,Big Creek township,Big Creek township,Big Creek township,482,558,455,456,479,496,0,0,0,0,0,0,482,558,455,456,479,496
,Kansas,20,200,Neosho County,133,1330,Canville township,10525,Canville Township,CANVILLE TOWNSHIP,Canville township,Canville township,Canville township,Canville township,533,527,491,571,550,551,0,0,0,0,0,8,533,527,491,571,550,543
,Kansas,20,200,Neosho County,133,1330,Centerville township,12375,Centerville Township,CENTERVILLE TOWNSHIP,Centerville township,Centerville township,Centerville township,Centerville township,493,526,561,564,476,483,0,0,0,0,0,0,493,526,561,564,476,483
,Kansas,20,200,Neosho County,133,1330,Chanute city,12500,Chanute City,CHANUTE CITY,Chanute city,Chanute city,Chanute city,Chanute city,10341,10506,9488,9411,9119,8722,10341,10506,9488,9210,9005,8657,0,0,0,201,114,65
,Kansas,20,200,Neosho County,133,1330,Chetopa township,12975,Chetopa Township,CHETOPA TOWNSHIP,Chetopa township,Chetopa township,Chetopa township,Chetopa township,804,934,805,894,861,845,0,0,0,0,0,0,804,934,805,894,861,845
,Kansas,20,200,Neosho County,133,1330,Erie township,21525,Erie Township,ERIE TOWNSHIP,Erie township,Erie township,Erie township,Erie township,1767,1821,1615,1524,1431,1232,0,0,0,0,0,0,1767,1821,1615,1524,1431,1232
,Kansas,20,200,Neosho County,133,1330,Grant township,27800,Grant Township,GRANT TOWNSHIP,Grant township,Grant township,Grant township,Grant township,489,471,372,384,350,352,0,0,0,0,0,0,489,471,372,384,350,352
,Kansas,20,200,Neosho County,133,1330,Ladore township,37600,Ladore Township,LADORE TOWNSHIP,Ladore township,Ladore township,Ladore township,Ladore township,399,395,384,401,371,367,0,0,0,0,0,0,399,395,384,401,371,367
,Kansas,20,200,Neosho County,133,1330,Lincoln township,40875,Lincoln Township,LINCOLN TOWNSHIP,Lincoln township,Lincoln township,Lincoln township,Lincoln township,370,381,393,345,310,254,0,0,0,0,0,0,370,381,393,345,310,254
,Kansas,20,200,Neosho County,133,1330,Mission township,47250,Mission Township,MISSION TOWNSHIP,Mission township,Mission township,Mission township,Mission township,1090,989,936,927,934,901,0,0,0,0,0,0,1090,989,936,927,934,901
,Kansas,20,200,Neosho County,133,1330,Shiloh township,65300,Shiloh Township,SHILOH TOWNSHIP,Shiloh township,Shiloh township,Shiloh township,Shiloh township,312,286,299,297,447,537,0,0,0,0,0,0,312,286,299,297,447,537
,Kansas,20,200,Neosho County,133,1330,Tioga township,70650,Tioga Township,TIOGA TOWNSHIP,Tioga township,Tioga township,Tioga township,Tioga township,1279,1194,873,885,885,837,0,0,0,18,54,45,1279,1194,873,867,831,792
,Kansas,20,200,Neosho County,133,1330,Walnut Grove township,75175,Walnut Grove Township,WALNUT GROVE TOWNSHIP,Walnut Grove township,Walnut Grove township,Walnut Grove township,Walnut Grove township,453,379,363,338,299,327,0,0,0,0,0,0,453,379,363,338,299,327
,Kansas,20,200,Ness County,135,1350,Bazine township,4800,Bazine Township,BAZINE TOWNSHIP,Bazine township,Bazine township,Bazine township,Bazine township,636,611,546,441,454,394,0,0,0,0,0,0,636,611,546,441,454,394
,Kansas,20,200,Ness County,135,1350,Center township,11925,Center Township,CENTER TOWNSHIP,Center township,Center township,Center township,Center township,1812,1830,1775,1567,1468,1340,0,0,0,0,0,0,1812,1830,1775,1567,1468,1340
,Kansas,20,200,Ness County,135,1350,Eden township,19775,Eden Township,EDEN TOWNSHIP,Eden township,Eden township,Eden township,Eden township,139,124,91,70,71,77,0,0,0,0,0,0,139,124,91,70,71,77
,Kansas,20,200,Ness County,135,1350,Forrester township,23875,Forrester Township,FORRESTER TOWNSHIP,Forrester township,Forrester township,Forrester township,Forrester township,124,108,129,109,103,93,0,0,0,0,0,0,124,108,129,109,103,93
,Kansas,20,200,Ness County,135,1350,Franklin township,24475,Franklin Township,FRANKLIN TOWNSHIP,Franklin township,Franklin township,Franklin township,Franklin township,241,203,159,132,112,100,0,0,0,0,0,0,241,203,159,132,112,100
,Kansas,20,200,Ness County,135,1350,Highpoint township,32100,Highpoint Township,HIGHPOINT TOWNSHIP,Highpoint township,Highpoint township,Highpoint township,Highpoint township,176,145,120,93,64,52,0,0,0,0,0,0,176,145,120,93,64,52
,Kansas,20,200,Ness County,135,1350,Johnson township,35550,Johnson Township,JOHNSON TOWNSHIP,Johnson township,Johnson township,Johnson township,Johnson township,155,96,73,76,68,54,0,0,0,0,0,0,155,96,73,76,68,54
,Kansas,20,200,Ness County,135,1350,Nevada township,50125,Nevada Township,NEVADA TOWNSHIP,Nevada township,Nevada township,Nevada township,Nevada township,657,656,581,479,415,343,0,0,0,0,0,0,657,656,581,479,415,343
,Kansas,20,200,Ness County,135,1350,Ohio township,52400,Ohio Township,OHIO TOWNSHIP,Ohio township,Ohio township,Ohio township,Ohio township,554,474,403,345,252,165,0,0,0,0,0,0,554,474,403,345,252,165
,Kansas,20,200,Ness County,135,1350,Waring township,75400,Waring Township,WARING TOWNSHIP,Waring township,Waring township,Waring township,Waring township,297,251,156,142,100,69,0,0,0,0,0,0,297,251,156,142,100,69
,Kansas,20,200,Norton County,137,1370,Aldine Township,5,Aldine Township,,,,,,86,,,,,,0,,,,,,86,,,,,
,Kansas,20,200,Norton County,137,1370,Almelo Township,10,Almelo Township,,,,,,182,,,,,,0,,,,,,182,,,,,
,Kansas,20,200,Norton County,137,1370,Almena Township,15,Almena Township,,,,,,696,,,,,,0,,,,,,696,,,,,
,Kansas,20,200,Norton County,137,1370,Almena-District 4 township,1450,,ALMENA-DISTRICT 4 TOWNSHIP,Almena-District 4 township,Almena-District 4 township,Almena-District 4 township,Almena-District 4 township,,762,574,614,566,508,,0,0,0,0,0,,762,574,614,566,508
,Kansas,20,200,Norton County,137,1370,Belle Plain Township,20,Belle Plain Township,,,,,,65,,,,,,0,,,,,,65,,,,,
,Kansas,20,200,Norton County,137,1370,Center Township,25,Center Township,,,,,,378,,,,,,0,,,,,,378,,,,,
,Kansas,20,200,Norton County,137,1370,Center-District 1 township,12260,,CENTER-DISTRICT 1 TOWNSHIP,Center-District 1 township,Center-District 1 township,Center-District 1 township,Center-District 1 township,,1196,1323,1382,1393,1521,,0,0,717,0,0,,1196,1323,665,1393,1521
,Kansas,20,200,Norton County,137,1370,Clayton Township,30,Clayton Township,,,,,,63,,,,,,0,,,,,,63,,,,,
,Kansas,20,200,Norton County,137,1370,Crystal Township,35,Crystal Township,,,,,,69,,,,,,0,,,,,,69,,,,,
,Kansas,20,200,Norton County,137,1370,Emmett Township,40,Emmett Township,,,,,,401,,,,,,0,,,,,,401,,,,,
,Kansas,20,200,Norton County,137,1370,Garfield Township,45,Garfield Township,,,,,,84,,,,,,0,,,,,,84,,,,,
,Kansas,20,200,Norton County,137,1370,Grant Township,50,Grant Township,,,,,,103,,,,,,0,,,,,,103,,,,,
,Kansas,20,200,Norton County,137,1370,Harrison Township,55,Harrison Township,,,,,,44,,,,,,0,,,,,,44,,,,,
,Kansas,20,200,Norton County,137,1370,Harrison-District 6 township,30460,,HARRISON-DISTRICT 6 TOWNSHIP,Harrison-District 6 township,Harrison-District 6 township,,,,33,20,12,,,,0,0,0,,,,33,20,12,,
,Kansas,20,200,Norton County,137,1370,Highland Township,60,Highland Township,,,,,,31,,,,,,0,,,,,,31,,,,,
,Kansas,20,200,Norton County,137,1370,Highland-District 2 township,32060,,HIGHLAND-DISTRICT 2 TOWNSHIP,Highland-District 2 township,Highland-District 2 township,Highland-District 2 township,Highland-District 2 township,,1016,822,737,604,546,,0,0,0,0,0,,1016,822,737,604,546
,Kansas,20,200,Norton County,137,1370,Lenora Township,65,Lenora Township,,,,,,530,,,,,,0,,,,,,530,,,,,
,Kansas,20,200,Norton County,137,1370,Leota Township,70,Leota Township,,,,,,75,,,,,,0,,,,,,75,,,,,
,Kansas,20,200,Norton County,137,1370,Lincoln Township,75,Lincoln Township,,,,,,54,,,,,,0,,,,,,54,,,,,
,Kansas,20,200,Norton County,137,1370,Modell Township,80,Modell Township,,,,,,72,,,,,,0,,,,,,72,,,,,
,Kansas,20,200,Norton County,137,1370,Noble Township,85,Noble Township,,,,,,173,,,,,,0,,,,,,173,,,,,
,Kansas,20,200,Norton County,137,1370,Norton city,51500,Norton City,NORTON CITY,Norton city,Norton city,Norton city,Norton city,3627,3400,3017,3012,2928,2747,3627,3400,3017,3009,2893,0,0,0,0,3,35,2747
,Kansas,20,200,Norton County,137,1370,Orange Township,95,Orange Township,,,,,,65,,,,,,0,,,,,,65,,,,,
,Kansas,20,200,Norton County,137,1370,Rock Branch Township,100,Rock Branch Township,,,,,,55,,,,,,0,,,,,,55,,,,,
,Kansas,20,200,Norton County,137,1370,Rockwell Township,105,Rockwell Township,,,,,,59,,,,,,0,,,,,,59,,,,,
,Kansas,20,200,Norton County,137,1370,Sand Creek Township,110,Sand Creek Township,,,,,,74,,,,,,0,,,,,,74,,,,,
,Kansas,20,200,Norton County,137,1370,Solomon Township,115,Solomon Township,,,,,,170,,,,,,0,,,,,,170,,,,,
,Kansas,20,200,Norton County,137,1370,Solomon-District 3 township,66410,,SOLOMON-DISTRICT 3 TOWNSHIP,Solomon-District 3 township,Solomon-District 3 township,Solomon-District 3 township,Solomon-District 3 township,,282,191,196,180,137,,0,0,0,0,0,,282,191,196,180,137
,Kansas,20,200,Norton County,137,1370,West Union Township,120,West Union Township,,,,,,123,,,,,,0,,,,,,123,,,,,
,Kansas,20,200,Osage County,139,1390,Agency township,450,Agency Township,AGENCY TOWNSHIP,Agency township,Agency township,Agency township,Agency township,590,565,500,618,558,425,0,0,0,0,0,0,590,565,500,618,558,425
,Kansas,20,200,Osage County,139,1390,Arvonia township,2550,Arvonia Township,ARVONIA TOWNSHIP,Arvonia township,Arvonia township,Arvonia township,Arvonia township,181,116,141,136,95,122,0,0,0,0,0,0,181,116,141,136,95,122
,Kansas,20,200,Osage County,139,1390,Barclay township,4175,Barclay Township,BARCLAY TOWNSHIP,Barclay township,Barclay township,Barclay township,Barclay township,214,203,181,239,195,148,0,0,0,0,0,0,214,203,181,239,195,148
,Kansas,20,200,Osage County,139,1390,Burlingame township,9375,Burlingame Township,BURLINGAME TOWNSHIP,Burlingame township,Burlingame township,Burlingame township,Burlingame township,1613,1935,1760,1768,1680,1704,0,0,0,0,0,0,1613,1935,1760,1768,1680,1704
,Kansas,20,200,Osage County,139,1390,Dragoon township,18575,Dragoon Township,DRAGOON TOWNSHIP,Dragoon township,Dragoon township,Dragoon township,Dragoon township,273,277,234,214,202,199,0,0,0,0,0,0,273,277,234,214,202,199
,Kansas,20,200,Osage County,139,1390,Elk township,20175,Elk Township,ELK TOWNSHIP,Elk township,Elk township,Elk township,Elk township,1157,1637,1630,1723,1886,1843,0,0,0,0,0,0,1157,1637,1630,1723,1886,1843
,Kansas,20,200,Osage County,139,1390,Fairfax township,22150,Fairfax Township,FAIRFAX TOWNSHIP,Fairfax township,Fairfax township,Fairfax township,Fairfax township,252,302,435,513,589,610,0,0,0,0,0,0,252,302,435,513,589,610
,Kansas,20,200,Osage County,139,1390,Grant township,27850,Grant Township,GRANT TOWNSHIP,Grant township,Grant township,Grant township,Grant township,297,342,311,297,266,286,0,0,0,0,0,0,297,342,311,297,266,286
,Kansas,20,200,Osage County,139,1390,Junction township,35725,Junction Township,JUNCTION TOWNSHIP,Junction township,Junction township,Junction township,Junction township,459,736,849,1210,1197,1207,0,0,0,0,0,0,459,736,849,1210,1197,1207
,Kansas,20,200,Osage County,139,1390,Lincoln township,40925,Lincoln Township,LINCOLN TOWNSHIP,Lincoln township,Lincoln township,Lincoln township,Lincoln township,145,138,121,134,139,145,0,0,0,0,0,0,145,138,121,134,139,145
,Kansas,20,200,Osage County,139,1390,Melvern township,45725,Melvern Township,MELVERN TOWNSHIP,Melvern township,Melvern township,Melvern township,Melvern township,797,842,735,812,762,729,0,0,0,0,0,0,797,842,735,812,762,729
,Kansas,20,200,Osage County,139,1390,Olivet township,52725,Olivet Township,OLIVET TOWNSHIP,Olivet township,Olivet township,Olivet township,Olivet township,240,238,253,263,232,241,0,0,0,0,0,0,240,238,253,263,232,241
,Kansas,20,200,Osage County,139,1390,Osage City city,53200,Osage City City,OSAGE CITY CITY,Osage City city,Osage City city,Osage City city,Osage City city,2600,2667,2689,3034,2943,2861,2600,2667,2689,0,2679,0,0,0,0,3034,264,2861
,Kansas,20,200,Osage County,139,1390,Ridgeway township,59825,Ridgeway Township,RIDGEWAY TOWNSHIP,Ridgeway township,Ridgeway township,Ridgeway township,Ridgeway township,1776,2353,2502,2661,2505,2376,0,0,0,0,0,0,1776,2353,2502,2661,2505,2376
,Kansas,20,200,Osage County,139,1390,Scranton township,63700,Scranton Township,SCRANTON TOWNSHIP,Scranton township,Scranton township,Scranton township,Scranton township,952,1076,1158,1273,1213,1133,0,0,0,0,0,0,952,1076,1158,1273,1213,1133
,Kansas,20,200,Osage County,139,1390,Superior township,69500,Superior Township,SUPERIOR TOWNSHIP,Superior township,Superior township,Superior township,Superior township,334,356,305,293,305,245,0,0,0,0,4,0,334,356,305,293,301,245
,Kansas,20,200,Osage County,139,1390,Valley Brook township,73200,Valley Brook Township,VALLEY BROOK TOWNSHIP,Valley Brook township,Valley Brook township,Valley Brook township,Valley Brook township,1472,1536,1444,1524,1528,1492,0,0,0,0,0,0,1472,1536,1444,1524,1528,1492
,Kansas,20,200,Osborne County,141,1410,Bethany township,6425,Bethany Township,BETHANY TOWNSHIP,Bethany township,Bethany township,Bethany township,Bethany township,288,295,221,199,176,162,0,0,0,0,0,0,288,295,221,199,176,162
,Kansas,20,200,Osborne County,141,1410,Bloom township,7400,Bloom Township,BLOOM TOWNSHIP,Bloom township,Bloom township,Bloom township,Bloom township,195,148,91,81,73,80,0,0,0,0,0,0,195,148,91,81,73,80
,Kansas,20,200,Osborne County,141,1410,Corinth township,15625,Corinth Township,CORINTH TOWNSHIP,Corinth township,Corinth township,Corinth township,Corinth township,91,66,55,51,52,40,0,0,0,0,0,0,91,66,55,51,52,40
,Kansas,20,200,Osborne County,141,1410,Covert township,16100,Covert Township,COVERT TOWNSHIP,Covert township,Covert township,Covert township,Covert township,35,29,25,19,8,15,0,0,0,0,0,0,35,29,25,19,8,15
,Kansas,20,200,Osborne County,141,1410,Delhi township,17500,Delhi Township,DELHI TOWNSHIP,Delhi township,Delhi township,Delhi township,Delhi township,84,59,43,37,31,30,0,0,0,0,0,0,84,59,43,37,31,30
,Kansas,20,200,Osborne County,141,1410,Grant township,27875,Grant Township,GRANT TOWNSHIP,Grant township,Grant township,Grant township,Grant township,76,54,33,28,30,13,0,0,0,0,0,0,76,54,33,28,30,13
,Kansas,20,200,Osborne County,141,1410,Hancock township,29825,Hancock Township,HANCOCK TOWNSHIP,Hancock township,Hancock township,Hancock township,Hancock township,65,36,26,21,18,16,0,0,0,0,0,0,65,36,26,21,18,16
,Kansas,20,200,Osborne County,141,1410,Hawkeye township,30850,Hawkeye Township,HAWKEYE TOWNSHIP,Hawkeye township,Hawkeye township,Hawkeye township,Hawkeye township,52,35,34,36,33,27,0,0,0,0,0,0,52,35,34,36,33,27
,Kansas,20,200,Osborne County,141,1410,Independence township,33925,Independence Township,INDEPENDENCE TOWNSHIP,Independence township,Independence township,Independence township,Independence township,81,63,41,32,31,24,0,0,0,0,0,0,81,63,41,32,31,24
,Kansas,20,200,Osborne County,141,1410,Jackson township,34875,Jackson Township,JACKSON TOWNSHIP,Jackson township,Jackson township,Jackson township,Jackson township,82,58,52,42,35,30,0,0,0,0,0,0,82,58,52,42,35,30
,Kansas,20,200,Osborne County,141,1410,Kill Creek township,36750,Kill Creek Township,KILL CREEK TOWNSHIP,Kill Creek township,Kill Creek township,Kill Creek township,Kill Creek township,71,48,54,35,17,8,0,0,0,0,0,0,71,48,54,35,17,8
,Kansas,20,200,Osborne County,141,1410,Lawrence township,38925,Lawrence Township,LAWRENCE TOWNSHIP,Lawrence township,Lawrence township,Lawrence township,Lawrence township,79,56,34,37,30,30,0,0,0,0,0,0,79,56,34,37,30,30
,Kansas,20,200,Osborne County,141,1410,Liberty township,40300,Liberty Township,LIBERTY TOWNSHIP,Liberty township,Liberty township,Liberty township,Liberty township,25,27,27,31,23,15,0,0,0,0,0,0,25,27,27,31,23,15
,Kansas,20,200,Osborne County,141,1410,Mount Ayr township,48875,Mount Ayr Township,MOUNT AYR TOWNSHIP,Mount Ayr township,Mount Ayr township,Mount Ayr township,Mount Ayr township,82,74,66,41,37,15,0,0,0,0,0,0,82,74,66,41,37,15
,Kansas,20,200,Osborne County,141,1410,Natoma township,49450,Natoma Township,NATOMA TOWNSHIP,Natoma township,Natoma township,Natoma township,Natoma township,658,570,449,402,367,316,0,0,0,0,0,0,658,570,449,402,367,316
,Kansas,20,200,Osborne County,141,1410,Osborne city,53325,Osborne City,OSBORNE CITY,Osborne city,Osborne city,Osborne city,Osborne city,1980,2120,1778,1607,1431,1335,0,0,0,0,0,0,1980,2120,1778,1607,1431,1335
,Kansas,20,200,Osborne County,141,1410,Penn township,55350,Penn Township,PENN TOWNSHIP,Penn township,Penn township,Penn township,Penn township,205,176,139,129,120,145,0,0,0,0,0,0,205,176,139,129,120,145
